"Fall 2025"
"Generated 2/27/2025, 2:04:38 PM"
,"CLSS ID","SIS ID","Term","Term Code","Department Code","Subject Code","Catalog Number","Course","Section #","Course Title","Long Title","Section Type","Title/Topic","Meeting Pattern","Meetings","Instructor","Room","Status","Session","Campus","Inst. Method","Integ. Partner","Schedule Print","Consent","Credit Hrs Min","Credit Hrs","Grade Mode","Attributes","Course Attributes","Room Attributes","Enrollment","Maximum Enrollment","Prior Enrollment","Projected Enrollment","Wait Cap","Wait Total","Rm Cap Request","Cross-listings","Cross-list Enrollment","Cross-list Maximum","Cross-list Projected","Cross-list Wait Cap","Cross-list Wait Total","Cross-list Rm Cap Request","Link To","Comments","Notes#1","Notes#2"
,"4636","16997","Fall 2025","1258","UNO-CIVE","CIVE","891","CIVE 891","821","SPECIAL TOPICS IN CIVIL ENGINEERING","","Lecture","ENVIRONMENTAL MICROBIOLOGY","TR 10:30am-11:45am","TR 10:30am-11:45am","Li, Xu (41977373) [Primary Instructor, Post, Print]","Room Assignment Pending","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","1","6","Graded","Fully Remote: Fully Remote","","","0","0","","","0","0","0","See CIVE 491-001","0","40","","0","0","40","","","",""
,"3880","15434","Fall 2025","1258","UNO-CIVE","CIVE","891","CIVE 891","822","SPECIAL TOPICS IN CIVIL ENGINEERING","","Lecture","BIOREMEDIATION","MW 4:30pm-5:45pm","MW 4:30pm-5:45pm","Zhang, Tian (51761834) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","1","6","Graded","Remote Learning: Remote Learning","","","0","0","","","0","0","0","See CIVE 491-002","0","40","","0","0","40","","","",""
,"3881","15436","Fall 2025","1258","UNO-CIVE","CIVE","891","CIVE 891","823","SPECIAL TOPICS IN CIVIL ENGINEERING","","Lecture","MULTISCALE CHAR&MODELING MTRLS","MW 1:30pm-2:45pm","MW 1:30pm-2:45pm","Teixeira, Jamilla (92959492) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","1","6","Graded","Remote Learning: Remote Learning","","","0","0","","","0","0","0","See CIVE 491-003","0","40","","0","0","40","","","",""
"CIVE 899 - MASTERS THESIS"
,"650","12524","Fall 2025","1258","UNO-CIVE","CIVE","899","CIVE 899","001","MASTERS THESIS","","Independent Study","","Does Not Meet","Does Not Meet","Bartelt-Hunt, Shannon (51722571) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","10","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"651","12593","Fall 2025","1258","UNO-CIVE","CIVE","899","CIVE 899","002","MASTERS THESIS","","Independent Study","","Does Not Meet","Does Not Meet","Guo, Junke (66836826) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","10","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"652","12594","Fall 2025","1258","UNO-CIVE","CIVE","899","CIVE 899","003","MASTERS THESIS","","Independent Study","","Does Not Meet","Does Not Meet","Jones, Libby (35523006) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","10","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"653","13070","Fall 2025","1258","UNO-CIVE","CIVE","899","CIVE 899","004","MASTERS THESIS","","Independent Study","","Does Not Meet","Does Not Meet","Hunt, George (01262741) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","10","Graded","","","","0","10","","","0","0","10","","","","","","","","","","",""
,"654","12595","Fall 2025","1258","UNO-CIVE","CIVE","899","CIVE 899","005","MASTERS THESIS","","Independent Study","","Does Not Meet","Does Not Meet","Roy, Tirthankar (64819404) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","10","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"655","12596","Fall 2025","1258","UNO-CIVE","CIVE","899","CIVE 899","006","MASTERS THESIS","","Independent Study","","Does Not Meet","Does Not Meet","Zhang, Tian (51761834) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","10","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"656","12848","Fall 2025","1258","UNO-CIVE","CIVE","899","CIVE 899","007","MASTERS THESIS","","Independent Study","","Does Not Meet","Does Not Meet","Zhu, Jinying (35240161) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","10","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"657","13030","Fall 2025","1258","UNO-CIVE","CIVE","899","CIVE 899","008","MASTERS THESIS","","Independent Study","","Does Not Meet","Does Not Meet","Hu, Jiong (57638573) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","10","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"658","13031","Fall 2025","1258","UNO-CIVE","CIVE","899","CIVE 899","009","MASTERS THESIS","","Independent Study","","Does Not Meet","Does Not Meet","Staff [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","10","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"659","13032","Fall 2025","1258","UNO-CIVE","CIVE","899","CIVE 899","010","MASTERS THESIS","","Independent Study","","Does Not Meet","Does Not Meet","Sim, Chungwook (02182184) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","10","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"660","13033","Fall 2025","1258","UNO-CIVE","CIVE","899","CIVE 899","011","MASTERS THESIS","","Independent Study","","Does Not Meet","Does Not Meet","Kim, Seunghee (86614645) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","10","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
"CIVE 958 - CONTAMINANT TRANSPORT IN POROUS MEDIA"
,"4632","16981","Fall 2025","1258","UNO-CIVE","CIVE","958","CIVE 958","001","CONTAMINANT TRANSPORT IN POROUS MEDIA","","Lecture","","TR 9am-10:15am","TR 9am-10:15am","Li, Yusong (11332194) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Instructor Consent Required","3","3","Graded","","","","0","20","","","0","0","20","Also CIVE 958-820","0","20","","0","0","20","","","",""
,"4633","16982","Fall 2025","1258","UNO-CIVE","CIVE","958","CIVE 958","820","CONTAMINANT TRANSPORT IN POROUS MEDIA","","Lecture","","TR 9am-10:15am","TR 9am-10:15am","Li, Yusong (11332194) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Instructor Consent Required","3","3","Graded","Fully Remote: Fully Remote","","","0","0","","","0","0","0","See CIVE 958-001","0","20","","0","0","20","","","",""
"CIVE 990R - CIVIL ENGINEERING SEMINAR IN STRUCTURAL ENGINEERING"
,"3883","15649","Fall 2025","1258","UNO-CIVE","CIVE","990R","CIVE 990R","001","CIVIL ENGINEERING SEMINAR IN STRUCTURAL ENGINEERING","","Seminar","","F 9:30am-10:30am","F 9:30am-10:30am","Wittich, Christine (22790956) [Primary Instructor, Post, Print]","Peter Kiewit Institute 160","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","1","6","Graded","","","","0","30","","","0","0","30","","","","","","","","","","",""
"CIVE 990T - CIVIL ENGINEERING SEMINAR IN TRANSPORTATION ENGINEERING"
,"3884","14465","Fall 2025","1258","UNO-CIVE","CIVE","990T","CIVE 990T","001","CIVIL ENGINEERING SEMINAR IN TRANSPORTATION ENGINEERING","","Seminar","","F 11am-11:50am","F 11am-11:50am","Huynh, Nathan (34128798) [Primary Instructor, Post, Print]","Peter Kiewit Institute 160","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","1","6","Graded","","","","0","15","","","0","0","15","Also CIVE 990T-820","0","15","","0","0","15","","","",""
,"3885","14466","Fall 2025","1258","UNO-CIVE","CIVE","990T","CIVE 990T","820","CIVIL ENGINEERING SEMINAR IN TRANSPORTATION ENGINEERING","","Seminar","","F 11am-11:50am","F 11am-11:50am","Huynh, Nathan (34128798) [Primary Instructor, Post, Print]","Peter Kiewit Institute 160","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","1","6","Graded","Remote Learning: Remote Learning","","","0","0","","","0","0","15","See CIVE 990T-001","0","15","","0","0","15","","","",""
"CIVE 991 - ADVANCED SPECIAL TOPICS IN CIVIL ENGINEERING"
,"3886","15437","Fall 2025","1258","UNO-CIVE","CIVE","991","CIVE 991","001","ADVANCED SPECIAL TOPICS IN CIVIL ENGINEERING","","Lecture","MACHINE LEARNING IN GEOSCIENCE","TR 12pm-1:15pm","TR 12pm-1:15pm","Roy, Tirthankar (64819404) [Primary Instructor, Post, Print]","Peter Kiewit Institute 161","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","1","6","Graded","","","","0","30","","","0","0","30","Also CIVE 991-821","0","30","","0","0","30","","","",""
,"4637","17001","Fall 2025","1258","UNO-CIVE","CIVE","991","CIVE 991","002","ADVANCED SPECIAL TOPICS IN CIVIL ENGINEERING","","Lecture","NANO MATERIALS FOR ENVR","TR 4:30pm-5:45pm","TR 4:30pm-5:45pm","Aich, Nirupam (42103193) [Primary Instructor, Post, Print]","Peter Kiewit Institute 160","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","1","6","Graded","","","","0","25","","","0","0","25","Also CIVE 991-822","0","25","","0","0","25","","","",""
,"3887","14642","Fall 2025","1258","UNO-CIVE","CIVE","991","CIVE 991","003","ADVANCED SPECIAL TOPICS IN CIVIL ENGINEERING","","Lecture","INTRO TO GRADUATE CEE","F 12pm-12:50pm","F 12pm-12:50pm","Bartelt-Hunt, Shannon (51722571) [Primary Instructor, Post, Print]; Hu, Jiong (57638573) [Secondary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","1","6","Graded","","","","0","25","","","0","0","25","Also CIVE 991-823","0","25","","0","0","25","","","",""
,"3889","15438","Fall 2025","1258","UNO-CIVE","CIVE","991","CIVE 991","821","ADVANCED SPECIAL TOPICS IN CIVIL ENGINEERING","","Lecture","STATISTICAL HYDROLOGY","TR 12pm-1:15pm","TR 12pm-1:15pm","Roy, Tirthankar (64819404) [Primary Instructor, Post, Print]","Peter Kiewit Institute 161","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","1","6","Graded","Remote Learning: Remote Learning","","","0","0","","","0","0","0","See CIVE 991-001","0","30","","0","0","30","","","",""
,"4638","17002","Fall 2025","1258","UNO-CIVE","CIVE","991","CIVE 991","822","ADVANCED SPECIAL TOPICS IN CIVIL ENGINEERING","","Lecture","NANO MATERIALS FOR ENVR","TR 4:30pm-5:45pm","TR 4:30pm-5:45pm","Aich, Nirupam (42103193) [Primary Instructor, Post, Print]","Peter Kiewit Institute 160","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","1","6","Graded","Fully Remote: Fully Remote","","","0","0","","","0","0","0","See CIVE 991-002","0","25","","0","0","25","","","",""
,"3890","14643","Fall 2025","1258","UNO-CIVE","CIVE","991","CIVE 991","823","ADVANCED SPECIAL TOPICS IN CIVIL ENGINEERING","","Lecture","INTRO TO GRADUATE CEE","F 12pm-12:50pm","F 12pm-12:50pm","Bartelt-Hunt, Shannon (51722571) [Primary Instructor, Post, Print]; Hu, Jiong (57638573) [Secondary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","1","6","Graded","Remote Learning: Remote Learning","","","0","0","","","0","0","0","See CIVE 991-003","0","25","","0","0","25","","","",""
"CIVE 999 - DOCTORAL DISSERTATION"
,"661","12597","Fall 2025","1258","UNO-CIVE","CIVE","999","CIVE 999","001","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Bartelt-Hunt, Shannon (51722571) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"662","12598","Fall 2025","1258","UNO-CIVE","CIVE","999","CIVE 999","002","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Guo, Junke (66836826) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"663","12599","Fall 2025","1258","UNO-CIVE","CIVE","999","CIVE 999","003","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Jones, Libby (35523006) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"664","13071","Fall 2025","1258","UNO-CIVE","CIVE","999","CIVE 999","004","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Hunt, George (01262741) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","10","","","99","0","10","","","","","","","","","","",""
,"665","12600","Fall 2025","1258","UNO-CIVE","CIVE","999","CIVE 999","005","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Roy, Tirthankar (64819404) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"666","12601","Fall 2025","1258","UNO-CIVE","CIVE","999","CIVE 999","006","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Zhang, Tian (51761834) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"667","12849","Fall 2025","1258","UNO-CIVE","CIVE","999","CIVE 999","007","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Zhu, Jinying (35240161) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","10","","","0","0","10","","","","","","","","","","",""
,"668","13034","Fall 2025","1258","UNO-CIVE","CIVE","999","CIVE 999","008","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Hu, Jiong (57638573) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"669","13035","Fall 2025","1258","UNO-CIVE","CIVE","999","CIVE 999","009","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Staff [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"670","13036","Fall 2025","1258","UNO-CIVE","CIVE","999","CIVE 999","010","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Sim, Chungwook (02182184) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"671","13037","Fall 2025","1258","UNO-CIVE","CIVE","999","CIVE 999","011","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Kim, Seunghee (86614645) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
"CNST 131 - INTRODUCTION TO THE CONSTRUCTION INDUSTRY"
,"744","12525","Fall 2025","1258","UNO-CONSYS","CNST","131","CNST 131","001","INTRODUCTION TO THE CONSTRUCTION INDUSTRY","","Lecture","","F 10:30am-11:20am","F 10:30am-11:20am","Staff [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","2","2","Graded","Experiential Learning: Includes Experiential Learning Component","","","0","48","","","0","0","48","Also CONE 103-001","0","60","","0","0","60","","","",""
"CNST 225 - INTRODUCTION TO BUILDING INFORMATION MODELING"
,"3454","13138","Fall 2025","1258","UNO-CONSYS","CNST","225","CNST 225","001","INTRODUCTION TO BUILDING INFORMATION MODELING","","Lecture","Lecture","TR 12pm-1:15pm","TR 12pm-1:15pm","Kim, Kyungki (19821020) [Primary Instructor, Post, Print]","Peter Kiewit Institute 248","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","24","","","0","0","24","","","","","","","","","","",""
,"3455","14005","Fall 2025","1258","UNO-CONSYS","CNST","225","CNST 225","002","INTRODUCTION TO BUILDING INFORMATION MODELING","","Laboratory","","F 8am-10:30am","F 8am-10:30am","Kim, Kyungki (19821020) [Primary Instructor, Post, Print]","Peter Kiewit Institute 248","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","24","","","0","0","24","","","","","","","","Any","","",""
